ip,asn,city,region,country,loc
125.211.207.212,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '125.211.0.0/16', 'type': 'isp'}",Harbin,Heilongjiang,CN,"45.7500,126.6500"
117.149.243.251,"{'asn': 'AS56041', 'name': 'China Mobile communications corporation', 'domain': 'chinamobile.com', 'route': '117.149.243.0/24', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
45.125.58.156,"{'asn': 'AS139007', 'name': 'UNICOM InnerMongolia province network', 'domain': 'hh.nm.cn', 'route': '45.125.58.0/24', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
203.135.96.103,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '203.135.96.0/21', 'type': 'hosting'}",Shaoxing,Zhejiang,CN,"30.0024,120.5786"
116.211.143.46,"{'asn': 'AS58563', 'name': 'CHINANET Hubei province network', 'domain': 'chinatelecom.cn', 'route': '116.211.140.0/22', 'type': 'isp'}",Wuhan,Hubei,CN,"30.5833,114.2667"
120.132.31.194,"{'asn': 'AS140292', 'name': 'CHINATELECOM Jiangsu province Suzhou 5G network', 'domain': 'chinatelecom.cn', 'route': '120.132.0.0/19', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
120.132.9.234,"{'asn': 'AS140292', 'name': 'CHINATELECOM Jiangsu province Suzhou 5G network', 'domain': 'chinatelecom.cn', 'route': '120.132.0.0/19', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
119.23.80.111,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '119.23.0.0/17', 'type': 'business'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
210.16.180.107,"{'asn': 'AS4812', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '210.16.180.0/24', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
58.20.65.56,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '58.20.0.0/16', 'type': 'isp'}",Hunan,Fujian,CN,"25.9714,119.6457"
185.175.49.49,"{'asn': 'AS12708', 'name': 'TalkTalk Communications Limited', 'domain': 'talktalkplc.com', 'route': '185.175.48.0/22', 'type': 'isp'}",London,England,GB,"51.5085,-0.1257"
202.121.111.186,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '202.121.0.0/16', 'type': 'education'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
181.94.244.165,"{'asn': 'AS27895', 'name': 'Núcleo S.A.', 'domain': 'personal.com.py', 'route': '181.94.244.0/22', 'type': 'isp'}",Asunción,Asunción,PY,"-25.2865,-57.6470"
76.76.2.48,"{'asn': 'AS398962', 'name': 'CONTROLD INC.', 'domain': 'controld.com', 'route': '76.76.2.0/24', 'type': 'isp'}",Toronto,Ontario,CA,"43.6404,-79.3995"
60.28.81.129,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '60.28.80.0/20', 'type': 'isp'}",Tianjin,Tianjin,CN,"39.1422,117.1767"
59.110.244.83,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '59.110.128.0/17', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
36.7.109.167,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '36.4.0.0/14', 'type': 'isp'}",Hefei,Anhui,CN,"31.8639,117.2808"
103.117.222.24,"{'asn': 'AS137788', 'name': 'Shanxi Beacon Cloudscape', 'domain': 'cnnic.cn', 'route': '103.117.220.0/22', 'type': 'business'}",Shanxi,Hunan,CN,"28.0317,110.9544"
103.45.121.150,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.121.0/24', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
43.248.136.71,"{'asn': 'AS23650', 'name': 'AS Number for CHINANET jiangsu province backbone', 'domain': 'rtat.net', 'route': '43.248.128.0/20', 'type': 'hosting'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
210.16.191.91,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '210.16.190.0/23', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
123.6.102.120,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '123.4.0.0/14', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
212.3.209.52,"{'asn': 'AS24921', 'name': 'Latvijas Mobilais Telefons SIA', 'domain': 'lmt.lv', 'route': '212.3.208.0/23', 'type': 'isp'}",Riga,Riga,LV,"56.9460,24.1059"
121.137.21.228,"{'asn': 'AS4766', 'name': 'Korea Telecom', 'domain': 'kt.com', 'route': '121.136.0.0/13', 'type': 'isp'}",Suwon,Gyeonggi-do,KR,"37.2911,127.0089"
39.107.196.37,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '39.106.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
114.251.243.162,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '114.251.192.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
103.21.117.127,"{'asn': 'AS138950', 'name': 'Jiangsu Wuxi International IDC network', 'domain': 'chinatelecom.cn', 'route': '103.21.116.0/22', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
219.147.85.205,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '219.147.0.0/17', 'type': 'isp'}",Daqing,Heilongjiang,CN,"46.5833,125.0000"
112.124.157.60,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '112.124.0.0/14', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
223.4.222.1,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '223.4.0.0/15', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
112.124.157.180,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '112.124.0.0/14', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
222.73.201.45,"{'asn': 'AS4812', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '222.73.0.0/16', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
60.12.147.169,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '60.12.0.0/16', 'type': 'isp'}",Jinhua,Zhejiang,CN,"29.1068,119.6442"
211.152.60.189,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.60.0/24', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
159.75.30.155,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '159.75.0.0/18', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
211.86.1.174,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '211.86.0.0/21', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
218.65.178.216,"{'asn': 'AS137693', 'name': 'CHINATELECOM Guangxi Nanning IDC networkdescr: Nanning , Guangxi Province, P.R.China.', 'domain': '189.cn', 'route': '218.65.176.0/22', 'type': 'isp'}",Nanning,Guangxi,CN,"22.8167,108.3167"
172.64.37.176,"{'asn': 'AS13335', 'name': 'Cloudflare, Inc.', 'domain': 'cloudflare.com', 'route': '172.64.36.0/23', 'type': 'hosting'}",San Francisco,California,US,"37.7621,-122.3971"
103.127.9.98,"{'asn': 'AS17995', 'name': 'PT iForte Global Internet', 'domain': 'iforte.co.id', 'route': '103.127.8.0/23', 'type': 'isp'}",Pati,Central Java,ID,"-6.7559,111.0380"
111.6.106.226,"{'asn': 'AS24445', 'name': 'Henan Mobile Communications Co.,Ltd', 'domain': 'chinamobile.com', 'route': '111.6.104.0/22', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
118.184.252.158,"{'asn': 'AS23650', 'name': 'AS Number for CHINANET jiangsu province backbone', 'domain': 'rtat.net', 'route': '118.184.128.0/17', 'type': 'hosting'}",Changzhou,Jiangsu,CN,"31.7736,119.9540"
115.238.244.157,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '115.224.0.0/12', 'type': 'isp'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
47.101.238.205,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.100.0.0/15', 'type': 'business'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
220.180.57.226,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '220.180.0.0/16', 'type': 'isp'}",Hefei,Anhui,CN,"31.8639,117.2808"
103.56.62.72,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '103.56.60.0/22', 'type': 'isp'}",Zhenjiang,Jiangsu,CN,"32.2109,119.4551"
76.76.2.176,"{'asn': 'AS398962', 'name': 'CONTROLD INC.', 'domain': 'controld.com', 'route': '76.76.2.0/24', 'type': 'isp'}",Toronto,Ontario,CA,"43.6404,-79.3995"
119.23.85.122,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '119.23.0.0/17', 'type': 'business'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
60.205.174.34,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '60.205.128.0/17', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
183.131.85.170,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '183.131.85.0/24', 'type': 'hosting'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
120.204.233.126,"{'asn': 'AS24400', 'name': 'Shanghai Mobile Communications Co.,Ltd.', 'domain': 'chinamobile.com', 'route': '120.204.0.0/16', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
103.56.61.101,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '103.56.60.0/22', 'type': 'isp'}",Zhenjiang,Jiangsu,CN,"32.2109,119.4551"
114.117.141.109,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '114.117.140.0/22', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
112.111.62.152,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '112.111.0.0/16', 'type': 'isp'}",Xiamen,Fujian,CN,"24.4798,118.0819"
111.235.161.11,"{'asn': 'AS58448', 'name': 'CONAC (China Organizational Name Administration Center)', 'domain': 'conac.cn', 'route': '111.235.161.0/24', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
211.152.42.168,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.40.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
114.247.84.225,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '114.247.64.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
112.124.157.200,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '112.124.0.0/14', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
113.207.113.227,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '113.204.0.0/14', 'type': 'isp'}",Chongqing,Chongqing,CN,"29.5603,106.5577"
180.201.110.251,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '180.201.96.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
103.45.122.166,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.122.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
121.236.214.197,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '121.224.0.0/12', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
103.45.113.147,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.113.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
61.160.210.69,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '61.160.0.0/16', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
202.121.98.5,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '202.121.0.0/16', 'type': 'education'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
221.231.118.129,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '221.224.0.0/13', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
114.251.199.81,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '114.251.192.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
160.94.167.25,"{'asn': 'AS217', 'name': 'University of Minnesota', 'domain': 'umn.edu', 'route': '160.94.0.0/16', 'type': 'education'}",Minneapolis,Minnesota,US,"44.9779,-93.2199"
182.120.179.182,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '182.112.0.0/12', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
43.248.188.146,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '43.248.184.0/21', 'type': 'isp'}",Suqian,Jiangsu,CN,"33.9492,118.2958"
113.207.112.81,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '113.204.0.0/14', 'type': 'isp'}",Chongqing,Chongqing,CN,"29.5603,106.5577"
223.4.222.170,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '223.4.0.0/15', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
103.94.99.61,"{'asn': 'AS9875', 'name': 'PT. Pasifik Satelit Nusantara', 'domain': 'psn.co.id', 'route': '103.94.99.0/24', 'type': 'isp'}",Metro,Lampung,ID,"-5.1131,105.3067"
103.45.113.103,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.113.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
211.152.52.248,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.48.0/20', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
114.117.131.237,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '114.117.128.0/21', 'type': 'hosting'}",Beijing,Beijing,CN,"39.9075,116.3972"
122.228.20.156,"{'asn': 'AS134771', 'name': 'WENZHOU, ZHEJIANG Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '122.228.16.0/20', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
123.129.211.229,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '123.128.0.0/13', 'type': 'isp'}",Qingdao,Shandong,CN,"36.0649,120.3804"
8.146.251.44,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.146.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
61.174.50.10,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '61.174.0.0/15', 'type': 'isp'}",Huzhou,Zhejiang,CN,"30.8703,120.0933"
76.76.2.19,"{'asn': 'AS398962', 'name': 'CONTROLD INC.', 'domain': 'controld.com', 'route': '76.76.2.0/24', 'type': 'isp'}",Toronto,Ontario,CA,"43.6404,-79.3995"
60.205.173.123,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '60.205.128.0/17', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
103.143.191.105,"{'asn': 'AS9875', 'name': 'PT. Pasifik Satelit Nusantara', 'domain': 'psn.co.id', 'route': '103.143.190.0/23', 'type': 'isp'}",Jakarta,Jakarta,ID,"-6.2146,106.8451"
114.255.165.204,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '114.255.128.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
122.226.189.252,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '122.224.0.0/12', 'type': 'isp'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
78.157.57.204,"{'asn': 'AS62442', 'name': 'Dade Samane Fanava Company (PJS)', 'domain': 'fanavaidc.com', 'route': '78.157.57.0/24', 'type': 'hosting'}",Shiraz,Fars,IR,"29.6103,52.5311"
210.26.79.135,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '210.26.79.0/24', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
47.110.173.51,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.110.0.0/16', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
76.76.10.193,"{'asn': 'AS398962', 'name': 'CONTROLD INC.', 'domain': 'controld.com', 'route': '76.76.10.0/24', 'type': 'isp'}",Toronto,Ontario,CA,"43.6404,-79.3995"
103.28.204.100,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '103.28.204.0/22', 'type': 'isp'}",Badu,Fujian,CN,"26.8103,119.5642"
125.211.207.76,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '125.211.0.0/16', 'type': 'isp'}",Harbin,Heilongjiang,CN,"45.7500,126.6500"
202.121.101.12,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '202.121.0.0/16', 'type': 'education'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
103.36.60.118,"{'asn': 'AS134771', 'name': 'WENZHOU, ZHEJIANG Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '103.36.60.0/23', 'type': 'isp'}",Wenzhou,Zhejiang,CN,"27.9994,120.6668"
91.222.95.210,"{'asn': 'AS13026', 'name': 'Manuel Kahr', 'domain': 'k-wlan.at', 'route': '91.222.92.0/22', 'type': 'isp'}",Heimschuh,Styria,AT,"46.7600,15.4931"
124.248.66.41,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '124.248.64.0/18', 'type': 'hosting'}",Shaoxing,Zhejiang,CN,"30.0024,120.5786"
103.169.112.97,"{'asn': 'AS9875', 'name': 'PT. Pasifik Satelit Nusantara', 'domain': 'psn.co.id', 'route': '103.169.112.0/23', 'type': 'isp'}",Serang,Banten,ID,"-6.1153,106.1542"
103.45.150.89,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.150.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
115.155.180.77,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '115.155.176.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
222.98.18.240,"{'asn': 'AS4766', 'name': 'Korea Telecom', 'domain': 'kt.com', 'route': '222.96.0.0/13', 'type': 'isp'}",Anyang-si,Gyeonggi-do,KR,"37.3925,126.9269"
210.180.113.139,"{'asn': 'AS9318', 'name': 'SK Broadband Co Ltd', 'domain': 'skbroadband.com', 'route': '210.180.96.0/19', 'type': 'isp'}",Seoul,Seoul,KR,"37.5660,126.9784"
124.248.67.199,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '124.248.64.0/18', 'type': 'hosting'}",Shaoxing,Zhejiang,CN,"30.0024,120.5786"
123.99.195.34,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '123.99.192.0/18', 'type': 'hosting'}",Jiefang,Zhejiang,CN,"30.7782,120.7633"
117.149.37.86,"{'asn': 'AS56041', 'name': 'China Mobile communications corporation', 'domain': 'chinamobile.com', 'route': '117.149.36.0/22', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
1.12.73.2,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '1.12.64.0/18', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
114.117.141.191,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '114.117.140.0/22', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
47.102.226.141,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.102.0.0/15', 'type': 'business'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
223.70.135.99,"{'asn': 'AS56048', 'name': 'China Mobile Communicaitons Corporation', 'domain': 'chinamobile.com', 'route': '223.70.0.0/15', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
210.16.189.47,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '210.16.188.0/23', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
111.206.133.114,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '111.206.128.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
202.121.111.149,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '202.121.0.0/16', 'type': 'education'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
103.124.191.84,"{'asn': 'AS17995', 'name': 'PT iForte Global Internet', 'domain': 'iforte.co.id', 'route': '103.124.190.0/23', 'type': 'isp'}",Kadukandel,Banten,ID,"-6.4334,105.9098"
36.112.29.232,"{'asn': 'AS4847', 'name': 'China Networks Inter-Exchange', 'domain': 'bta.net.cn', 'route': '36.112.0.0/16', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
27.54.236.41,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '27.54.224.0/19', 'type': 'isp'}",Hefei,Anhui,CN,"31.8639,117.2808"
115.155.191.2,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '115.155.176.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
103.45.109.160,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.109.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
43.241.18.72,"{'asn': 'AS134771', 'name': 'WENZHOU, ZHEJIANG Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '43.241.18.0/23', 'type': 'isp'}",Wenzhou,Zhejiang,CN,"27.9994,120.6668"
123.59.232.143,"{'asn': 'AS23724', 'name': 'IDC, China Telecommunications Corporation', 'domain': 'chinatelecom.cn', 'route': '123.59.224.0/19', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
